,category,age,num_strokes,filename,Y,C,sum,scribble,sessionId,draw_duration,num_black_pixels,prop_black,max_stroke_length,min_stroke_length,avg_stroke_length,cat_code
261,a cup,5,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_62.png,,0,0,0,cdm_run_v31526418564273,2.731,252,0.0112,828,487,657,2
262,a cup,3,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_63.png,,0,0,0,cdm_run_v31526423557040,0,453,0.020133333,1488,1488,1488,2
263,a cup,3,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_64.png,1,0,1,0,cdm_run_v31526424268311,0,109,0.004844444,316,316,316,2
264,a cup,5,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_65.png,,0,0,0,cdm_run_v31526492191665,4.487,464,0.020622222,1921,612,1049,2
265,a cup,2,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_66.png,,0,0,0,cdm_run_v31526492679058,5.816,587,0.026088889,2326,568,1366,2
266,a cup,2,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_67.png,,0,0,0,cdm_run_v31526493522883,12.619,897,0.039866667,4084,760,2679,2
267,a cup,2,8,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_68.png,,0,0,0,cdm_run_v31526497092100,13.843,725,0.032222222,4342,814,3016,2
268,a cup,4,8,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_69.png,,0,0,0,cdm_run_v31526497714288,25.045,1178,0.052355556,4670,702,2687,2
269,a cup,2,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_70.png,,0,0,0,cdm_run_v31526498176971,11.982,1036,0.046044444,4853,789,3270,2
270,a cup,5,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_71.png,,0,0,0,cdm_run_v31526499554039,7.234,531,0.0236,2182,803,1645,2
271,a cup,3,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_72.png,,0,0,0,cdm_run_v31526501614452,6.499,732,0.032533333,3320,445,1869,2
272,a cup,3,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_73.png,,0,0,0,cdm_run_v31526501890472,4.924,672,0.029866667,2681,429,1398,2
273,a cup,3,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_74.png,,0,0,0,cdm_run_v31526502079646,14.144,818,0.036355556,4640,601,2787,2
274,a cup,3,7,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_75.png,,0,0,0,cdm_run_v31526502817047,9.812,905,0.040222222,3702,388,2150,2
275,a cup,3,803,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_76.png,2,2,4,1,cdm_run_v31526503860486,5.996,10971,0.4876,0,0,0,2
276,a cup,6,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_77.png,,0,0,0,cdm_run_v31526506411620,1.666,452,0.020088889,1469,812,1140,2
277,a cup,4,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_78.png,,0,0,0,cdm_run_v31526507469435,1.635,715,0.031777778,2235,1594,1915,2
278,a cup,3,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_79.png,2,0,2,1,cdm_run_v31526507684003,4.937,2121,0.094266667,6156,1926,4041,2
279,a cup,4,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_80.png,,0,0,0,cdm_run_v31526507850752,3.315,886,0.039377778,2731,1536,2280,2
280,a cup,4,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_81.png,,0,0,0,cdm_run_v31526507939966,1.945,650,0.028888889,2110,1386,1748,2
281,a cup,7,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_82.png,,0,0,0,cdm_run_v31526508668316,5.776,427,0.018977778,1875,530,1184,2
282,a cup,6,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_83.png,,0,0,0,cdm_run_v31526580838432,0.489,534,0.023733333,1525,1365,1445,2
283,a cup,6,11,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_84.png,1,0,1,0,cdm_run_v31526581096926,5.258,1078,0.047911111,5657,807,3464,2
284,a cup,2,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_85.png,1,0,1,0,cdm_run_v31526584027584,2.293,309,0.013733333,2280,386,1449,2
285,a cup,2,9,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_86.png,1,0,1,0,cdm_run_v31526584514437,1.07,689,0.030622222,6503,855,3587,2
286,a cup,2,10,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_87.png,1,0,1,0,cdm_run_v31526585403449,0.281,37,0.001644444,450,15,171,2
287,a cup,3,23,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_88.png,2,2,4,1,cdm_run_v31526589361603,10.934,2563,0.113911111,13080,6680,10814,2
288,a cup,3,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_89.png,,0,0,0,cdm_run_v31526590708297,9.584,980,0.043555556,3444,565,1988,2
289,a cup,4,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_90.png,,0,0,0,cdm_run_v31526592878172,2.715,324,0.0144,1280,198,774,2
290,a cup,9,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_91.png,,0,0,0,cdm_run_v31526593619763,4.615,599,0.026622222,2055,683,1427,2
291,a cup,7,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_92.png,,0,0,0,cdm_run_v31526598717979,2.108,793,0.035244444,4009,1870,2824,2
292,a cup,7,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_93.png,-1,-1,-2,0,cdm_run_v31526598908203,0,0,0,454,454,454,2
293,a cup,3,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_94.png,,0,0,0,cdm_run_v31526599186312,4.2,511,0.022711111,2386,563,1622,2
294,a cup,2,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_95.png,,0,0,0,cdm_run_v31526600614970,0,202,0.008977778,587,587,587,2
295,a cup,6,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_96.png,,0,0,0,cdm_run_v31526665751276,4.2,807,0.035866667,3019,770,1807,2
296,a cup,6,8,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_97.png,,0,0,0,cdm_run_v31526666150080,5.511,1333,0.059244444,6461,1377,3521,2
297,a cup,3,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_98.png,,0,0,0,cdm_run_v31526671777923,10.288,1226,0.054488889,5500,1155,3443,2
298,a cup,4,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_99.png,,0,0,0,cdm_run_v31526673903441,11.005,350,0.015555556,1368,222,755,2
299,a cup,5,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a cup_100.png,,0,0,0,cdm_run_v31526674232751,5.293,540,0.024,1747,661,1271,2
300,a dog,6,14,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_1.png,,0,0,0,cdm_run_v31525887854758,21.167,1902,0.084533333,6763,2184,5134,3
301,a dog,6,16,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_2.png,,0,0,0,cdm_run_v31525891444648,23.01,1434,0.063733333,5637,929,3261,3
302,a dog,2,11,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_3.png,,0,0,0,cdm_run_v31525893174061,14.692,1842,0.081866667,7033,1875,4673,3
303,a dog,6,15,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_4.png,,0,0,0,cdm_run_v31525893423612,13.043,1703,0.075688889,8969,817,5212,3
304,a dog,5,17,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_5.png,,0,0,0,cdm_run_v31525893976840,21.115,964,0.042844444,4264,11,2306,3
305,a dog,6,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_6.png,,0,0,0,cdm_run_v31525895728803,4.13,446,0.019822222,1332,959,1158,3
306,a dog,4,18,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_7.png,,0,0,0,cdm_run_v31525899254114,15.511,1947,0.086533333,6953,812,3572,3
307,a dog,2,10,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_8.png,2,2,4,1,cdm_run_v31525901322190,11.813,4312,0.191644444,15032,2001,7470,3
308,a dog,3,4,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_9.png,1,0,1,0,cdm_run_v31525901714819,10.491,399,0.017733333,1622,142,682,3
309,a dog,6,14,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_10.png,,0,0,0,cdm_run_v31525974358965,19.82,1498,0.066577778,6055,279,2877,3
310,a dog,4,11,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_11.png,,0,0,0,cdm_run_v31525975379407,18.944,927,0.0412,4078,830,2704,3
311,a dog,5,27,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_12.png,,0,0,0,cdm_run_v31525976865876,18.003,783,0.0348,7774,638,3957,3
312,a dog,4,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_13.png,,1,1,0,cdm_run_v31525984464310,10.316,1896,0.084266667,6017,3040,4288,3
313,a dog,3,45,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_14.png,-1,-1,-2,0,cdm_run_v31525984944345,4.875,0,0,41036,1684,23512,3
314,a dog,2,13,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_15.png,,0,0,0,cdm_run_v31525990258467,16.836,829,0.036844444,3974,723,2339,3
315,a dog,3,53,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_16.png,2,2,4,1,cdm_run_v31525992682386,25.981,4515,0.200666667,33530,19,21328,3
316,a dog,9,3806,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_17.png,2,2,4,1,cdm_run_v31525993726883,33.725,15754,0.700177778,0,0,0,3
317,a dog,7,15,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_18.png,,0,0,0,cdm_run_v31526060708396,17.916,704,0.031288889,2944,724,1702,3
318,a dog,6,11,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_19.png,,0,0,0,cdm_run_v31526061437727,11.843,941,0.041822222,4115,475,2650,3
319,a dog,7,11,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_20.png,,0,0,0,cdm_run_v31526061922561,7.953,1175,0.052222222,4858,871,3439,3
320,a dog,6,10,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_21.png,,0,0,0,cdm_run_v31526063462438,15.759,682,0.030311111,3025,467,1812,3
321,a dog,7,15,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_22.png,,0,0,0,cdm_run_v31526064139398,13.134,1653,0.073466667,6645,816,3972,3
322,a dog,7,12,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_23.png,,0,0,0,cdm_run_v31526064586872,10.097,1621,0.072044444,5887,1669,4164,3
323,a dog,2,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_24.png,,0,0,0,cdm_run_v31526064952740,10.464,416,0.018488889,2109,552,1269,3
324,a dog,4,8,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_25.png,,0,0,0,cdm_run_v31526065527149,5.606,985,0.043777778,3887,1223,3026,3
325,a dog,5,10,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_26.png,,0,0,0,cdm_run_v31526072947360,23.025,1418,0.063022222,7301,507,4175,3
326,a dog,4,16,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_27.png,,0,0,0,cdm_run_v31526073488506,9.792,1117,0.049644444,4915,620,3621,3
327,a dog,8,19,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_28.png,,0,0,0,cdm_run_v31526074471797,20.753,1523,0.067688889,6571,339,3195,3
328,a dog,3,24,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_29.png,2,1,3,1,cdm_run_v31526078606222,22.427,3454,0.153511111,38276,454,16637,3
329,a dog,4,15,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_30.png,,0,0,0,cdm_run_v31526078928446,12.768,1571,0.069822222,6123,1226,4375,3
330,a dog,3,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_31.png,,0,0,0,cdm_run_v31526148565492,0,450,0.02,808,808,808,3
331,a dog,8,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_32.png,-2,-2,-4,0,cdm_run_v31526150370058,1.284,1004,0.044622222,3281,1369,2325,3
332,a dog,10,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_33.png,,0,0,0,cdm_run_v31526151383057,0,248,0.011022222,681,681,681,3
333,a dog,10,31,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_34.png,,0,0,0,cdm_run_v31526152332221,26.988,3399,0.151066667,17259,473,11158,3
334,a dog,2,13,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_35.png,-2,0,-2,0,cdm_run_v31526152658322,16.285,2573,0.114355556,10804,0,4079,3
335,a dog,8,23,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_36.png,,0,0,0,cdm_run_v31526152868212,24.714,1747,0.077644444,8487,426,4729,3
336,a dog,9,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_37.png,,0,0,0,cdm_run_v31526155956525,6.308,1621,0.072044444,4651,4155,4403,3
337,a dog,5,7,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_38.png,,0,0,0,cdm_run_v31526157427450,7.505,1139,0.050622222,4175,859,1862,3
338,a dog,5,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_39.png,,0,0,0,cdm_run_v31526158807742,6.602,989,0.043955556,3074,773,2159,3
339,a dog,2,25,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_40.png,,0,0,0,cdm_run_v31526160539320,13.276,1535,0.068222222,11164,665,6598,3
340,a dog,4,22,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_41.png,,0,0,0,cdm_run_v31526162026170,20.878,1012,0.044977778,4558,679,2816,3
341,a dog,2,38,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_42.png,,0,0,0,cdm_run_v31526162477315,23.246,1824,0.081066667,14755,1359,7547,3
342,a dog,8,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_43.png,,0,0,0,cdm_run_v31526163910656,1.481,391,0.017377778,1162,892,1027,3
343,a dog,8,10,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_44.png,,0,0,0,cdm_run_v31526164238357,7.36,975,0.043333333,3985,779,2321,3
344,a dog,4,15,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_45.png,1,0,1,0,cdm_run_v31526167651102,19.087,1733,0.077022222,8970,473,4137,3
345,a dog,6,25,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_46.png,,0,0,0,cdm_run_v31526168752022,26.154,2069,0.091955556,10095,893,4750,3
346,a dog,4,7,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_47.png,,0,0,0,cdm_run_v31526239192649,19.752,870,0.038666667,3260,326,1881,3
347,a dog,6,17,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_48.png,,0,0,0,cdm_run_v31526240601849,18.087,1540,0.068444444,5900,663,2955,3
348,a dog,2,14,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_49.png,,0,0,0,cdm_run_v31526241319670,11.6,940,0.041777778,5754,904,3749,3
349,a dog,7,13,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_50.png,,0,0,0,cdm_run_v31526244386384,22.63,1452,0.064533333,5287,805,3384,3
350,a dog,3,9,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_51.png,,0,0,0,cdm_run_v31526245726886,8.903,1248,0.055466667,5656,948,3949,3
351,a dog,9,13,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_52.png,,0,0,0,cdm_run_v31526247467722,10.535,1836,0.0816,7659,2346,5695,3
352,a dog,8,7,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_53.png,,0,0,0,cdm_run_v31526249878999,3.751,1549,0.068844444,6338,1579,4289,3
353,a dog,4,11,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_54.png,,0,0,0,cdm_run_v31526250064091,25.702,967,0.042977778,3499,728,2630,3
354,a dog,6,14,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_55.png,,0,0,0,cdm_run_v31526251554792,13.335,1069,0.047511111,5004,417,2979,3
355,a dog,6,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_56.png,,0,0,0,cdm_run_v31526251955281,4.565,1068,0.047466667,3409,2606,2986,3
356,a dog,9,9,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_57.png,,0,0,0,cdm_run_v31526252261677,11.693,1447,0.064311111,5256,339,2652,3
357,a dog,7,12,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_58.png,,0,0,0,cdm_run_v31526252692974,12.412,1101,0.048933333,4485,817,2639,3
358,a dog,8,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_59.png,1,1,2,1,cdm_run_v31526253016255,0.064,2107,0.093644444,21255,6706,13879,3
359,a dog,3,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_60.png,1,0,1,0,cdm_run_v31526253202063,2.593,178,0.007911111,470,0,235,3
360,a dog,9,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_61.png,1,0,1,0,cdm_run_v31526253458184,0,1211,0.053822222,3411,3411,3411,3
361,a dog,5,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_62.png,1,0,1,0,cdm_run_v31526254092272,0,469,0.020844444,1268,1268,1268,3
362,a dog,5,5,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_63.png,,0,0,0,cdm_run_v31526254628791,4.608,1040,0.046222222,3180,2380,2887,3
363,a dog,5,15,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_64.png,,0,0,0,cdm_run_v31526254866517,20.043,1321,0.058711111,6090,883,3462,3
364,a dog,3,1,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_65.png,1,0,1,0,cdm_run_v31526412933917,0,408,0.018133333,1091,1091,1091,3
365,a dog,2,16,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_66.png,,0,0,0,cdm_run_v31526413722391,5.444,522,0.0232,7769,959,4136,3
366,a dog,8,13,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_67.png,,0,0,0,cdm_run_v31526413939938,21.605,946,0.042044444,3845,706,2310,3
367,a dog,3,2,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_68.png,1,0,1,0,cdm_run_v31526415298029,4.426,198,0.0088,662,371,516,3
368,a dog,4,13,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_69.png,,0,0,0,cdm_run_v31526417227846,10.776,622,0.027644444,2871,155,1427,3
369,a dog,7,10,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_70.png,,0,0,0,cdm_run_v31526417564997,11.678,1094,0.048622222,5040,1004,2998,3
370,a dog,5,17,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_71.png,,0,0,0,cdm_run_v31526418564273,21.389,1622,0.072088889,7709,810,3339,3
371,a dog,8,30,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_72.png,2,2,4,1,cdm_run_v31526422835385,12.01,3022,0.134311111,15471,4401,10053,3
372,a dog,3,8,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_73.png,1,0,1,0,cdm_run_v31526424268311,0.462,108,0.0048,2324,149,1371,3
373,a dog,5,9,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_74.png,,0,0,0,cdm_run_v31526492191665,16.872,599,0.026622222,2494,944,1530,3
374,a dog,2,12,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_75.png,1,1,2,1,cdm_run_v31526492679058,14.451,2319,0.103066667,8425,1240,5560,3
375,a dog,2,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_76.png,1,1,2,1,cdm_run_v31526493024418,2.861,1541,0.068488889,5009,2172,4371,3
376,a dog,2,13,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_77.png,,0,0,0,cdm_run_v31526493522883,19.866,867,0.038533333,6362,530,3781,3
377,a dog,2,3,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_78.png,,0,0,0,cdm_run_v31526497092100,7.42,432,0.0192,1625,454,1114,3
378,a dog,4,12,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_79.png,,0,0,0,cdm_run_v31526497714288,21.192,685,0.030444444,4334,1022,2944,3
379,a dog,2,15,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_80.png,,0,0,0,cdm_run_v31526498176971,24.245,1579,0.070177778,6131,2039,4384,3
380,a dog,5,9,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_81.png,,0,0,0,cdm_run_v31526499554039,23.193,1557,0.0692,7390,348,4195,3
381,a dog,3,26,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_82.png,,0,0,0,cdm_run_v31526501614452,20.011,1225,0.054444444,12458,239,6289,3
382,a dog,3,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_83.png,1,-1,0,0,cdm_run_v31526501890472,0.312,28,0.001244444,823,13,299,3
383,a dog,3,8,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_84.png,1,0,1,0,cdm_run_v31526502079646,17.028,586,0.026044444,5252,1502,3444,3
384,a dog,6,13,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_85.png,,0,0,0,cdm_run_v31526506411620,8.81,826,0.036711111,3865,345,1849,3
385,a dog,4,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_86.png,,0,0,0,cdm_run_v31526507469435,1.907,817,0.036311111,6871,899,4360,3
386,a dog,2,44,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_87.png,,2,2,1,cdm_run_v31526510518453,12.431,1687,0.074977778,23773,989,13751,3
387,a dog,6,19,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_88.png,,0,0,0,cdm_run_v31526581096926,8.58,1818,0.0808,5627,1053,4372,3
388,a dog,3,54,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_89.png,,0,0,0,cdm_run_v31526583537981,26.503,920,0.040888889,13841,20,8717,3
389,a dog,2,6,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_90.png,,0,0,0,cdm_run_v31526584027584,10.733,959,0.042622222,3867,321,2059,3
390,a dog,2,15,/Users/langcogresearchassistants/Desktop/kiddraw/kiddraw/analysis/museumstation/python/sketches/a dog_91.png,,0,0,0,cdm_run_v31526584514437,3.506,772,0.034311111,6074,17,3048,3
