,sessionID,age,tracing_item,f1_score,precision,recall,tp,tn,fp,fn
545,v31527014921221,4,square,0.0685368721652948,0.049239681390296886,0.112707182320442,408,175126,7878,3212
546,v31527014921221,4,shape,0.10149215333161822,0.09630172098132553,0.10727396329027872,789,171865,7404,6566
547,v31527014921221,4,this circle,0.038913431713506905,0.03718340219148554,0.04081230283911672,207,176192,5360,4865
548,v31527015391114,3,square,0.008153651023736183,0.00606632515502831,0.012430939226519336,45,175631,7373,3575
549,v31527015391114,3,shape,0.0,0.0,0.0,0,172371,6898,7355
550,v31527015391114,3,this circle,0.0,0.0,0.0,0,174279,7273,5072
551,v31527015704037,3,square,0.012664514526943135,0.011502029769959404,0.01408839779005525,51,178621,4383,3569
552,v31527016330371,4,square,0.09084516945577274,0.0925236321970782,0.08922651933701657,323,179836,3168,3297
553,v31527016789305,11,square,0.2215300274109145,0.2017703132092601,0.24558011049723757,889,179487,3517,2731
554,v31527016789305,11,shape,0.40938046902345127,0.42193362193362194,0.39755268524813053,2924,175263,4006,4431
555,v31527017203887,2,square,0.17755537021592066,0.13359364105424626,0.26464088397790053,958,176791,6213,2662
556,v31527709044988,11,square,0.17590388756658734,0.14914472419757832,0.2143646408839779,776,178577,4427,2844
557,v31527709044988,11,shape,0.37790222110363053,0.3517217146872804,0.40829367777022435,3003,173734,5535,4352
558,v31527709044988,11,this circle,0.10188219870774418,0.09702158016764759,0.10725552050473186,544,176489,5063,4528
559,v31527709199308,11,square,0.1228794131132508,0.10501567398119123,0.14806629834254142,536,178436,4568,3084
560,v31527709199308,11,shape,0.2144841856340526,0.18974895397489538,0.24663494221617946,1814,171523,7746,5541
561,v31527709199308,11,this circle,0.07639532727609864,0.07210360518025902,0.08123028391167192,412,176250,5302,4660
562,v31527717845451,4,square,0.0,0.0,0.0,0,183004,0,3620
563,v31527717845451,4,shape,0.0,0.0,0.0,0,178086,1183,7355
564,v31527717845451,4,this circle,0.04291728914844493,0.03273254609488295,0.062302839116719244,316,172214,9338,4756
565,v31527718445448,11,square,0.040377727124715074,0.03325585553370284,0.05138121546961326,186,177597,5407,3434
566,v31527718445448,11,shape,0.6037630662020906,0.6192994996426019,0.5889870836165874,4332,176606,2663,3023
567,v31527718445448,11,this circle,0.040639861651534805,0.07552222817354044,0.02779968454258675,141,179826,1726,4931
568,v31527719230278,4,square,0.3922723524561197,0.3419593345656192,0.4599447513812155,1665,179800,3204,1955
569,v31527719230278,4,shape,0.2282994514359471,0.280698274151954,0.19238613188307274,1415,175643,3626,5940
570,v31527720557857,2,square,0.15626985135306826,0.14467184191954835,0.16988950276243095,615,179368,3636,3005
571,v31527720557857,2,shape,0.14647511848341233,0.16083916083916083,0.1344663494221618,989,174109,5160,6366
572,v31527720557857,2,this circle,0.014461538461538461,0.032913165266106444,0.009266561514195583,47,180171,1381,5025
573,v31527722645427,11,square,0.2467343976777939,0.21944922547332185,0.281767955801105,1020,179376,3628,2600
574,v31527722645427,11,shape,0.4590163934426229,0.4537123123920839,0.46444595513256287,3416,175156,4113,3939
575,v31527722645427,11,this circle,0.2930060393532048,0.2895648825567963,0.29652996845425866,1504,177862,3690,3568
576,v31527723845411,4,square,0.1045016077170418,0.08942610062893082,0.12569060773480664,455,178371,4633,3165
577,v31527723845411,4,shape,0.19202591193028457,0.22184604419101925,0.16927260367097213,1245,174902,4367,6110
578,v31527724445503,11,square,0.2852568564666573,0.1906756002233389,0.5660220994475138,2049,174307,8697,1571
579,v31527724445503,11,shape,0.24005842129721836,0.23456149455111572,0.24581917063222297,1808,173369,5900,5547
580,v31527787116021,6,square,0.23258631132646881,0.20711974110032363,0.26519337016574585,960,179329,3675,2660
581,v31527787116021,6,shape,0.5007228282297279,0.48454788248760017,0.5180149558123726,3810,175216,4053,3545
582,v31527787116021,6,this circle,0.04573804573804574,0.051389230390951564,0.041206624605678234,209,177694,3858,4863
583,v31527787275455,6,square,0.5166007905138339,0.40215384615384614,0.7220994475138122,2614,179118,3886,1006
584,v31527788044704,7,square,0.2244543650793651,0.20364536453645365,0.25,905,179465,3539,2715
585,v31527788044704,7,shape,0.2567981616238989,0.4341210747814827,0.182324949014276,1341,177521,1748,6014
586,v31527788044704,7,this circle,0.10549791525259382,0.1037969853081473,0.10725552050473186,544,176855,4697,4528
587,v31527788644727,5,square,0.3120744221732042,0.23901865726458058,0.4494475138121547,1627,177824,5180,1993
588,v31527788644727,5,shape,0.48762688250514163,0.47615962684633323,0.49966009517335147,3675,175226,4043,3680
589,v31527788644727,5,this circle,0.03916113845495399,0.042817033224146,0.03608044164037855,183,177461,4091,4889
590,v31527789844695,7,square,0.30073349633251834,0.26973684210526316,0.3397790055248619,1230,179674,3330,2390
591,v31527789844695,7,shape,0.2341145108025305,0.1654854314321071,0.4,2942,164433,14836,4413
592,v31527789844695,7,this circle,0.05919247353978832,0.05884645362431801,0.05954258675078864,302,176722,4830,4770
593,v31527790625173,3,square,0.041343669250646,0.32,0.022099447513812154,80,182834,170,3540
594,v31527792244684,3,square,0.04649053180632725,0.03943065974225813,0.05662983425414365,205,178010,4994,3415
595,v31527792244684,3,shape,0.12167079027797992,0.13089087208392047,0.11366417403127124,836,173718,5551,6519
596,v31527792244684,3,this circle,0.08104226508001641,0.08447390932420873,0.07787854889589906,395,177271,4281,4677
597,v31527792513328,3,square,0.032520325203252036,0.02572347266881029,0.04419889502762431,160,176944,6060,3460
598,v31527792513328,3,shape,0.1979288530698904,0.14525566013736962,0.3105370496261047,2284,165829,13440,5071
599,v31527792513328,3,this circle,0.1437199303920565,0.14945710027677242,0.13840694006309148,702,177557,3995,4370
600,v31527793036538,7,square,0.5770711712830704,0.5242608891897992,0.6417127071823204,2323,180896,2108,1297
601,v31527793036538,7,shape,0.3330127069305928,0.2652847233424746,0.44717878993881716,3289,170160,9109,4066
602,v31527793036538,7,this circle,0.30311284046692605,0.2991551459293395,0.30717665615141954,1558,177902,3650,3514
603,v31527794044672,5,square,0.3386053199137312,0.29898434193821416,0.3903314917127072,1413,179691,3313,2207
604,v31527794044672,5,shape,0.4493501404219189,0.432378079436903,0.4677090414683889,3440,174753,4516,3915
605,v31527794044672,5,this circle,0.14889637111859336,0.14163701067615658,0.15694006309148265,796,176728,4824,4276
606,v31527794486129,11,square,0.5837944178040083,0.526035896299579,0.6558011049723756,2374,180865,2139,1246
607,v31527794486129,11,shape,0.5406827688571043,0.5366278291147717,0.5447994561522773,4007,175809,3460,3348
608,v31527794486129,11,this circle,0.16581818181818184,0.17526905337140347,0.15733438485804416,798,177797,3755,4274
609,v31527794644630,3,square,0.21371610845295055,0.20594262295081966,0.22209944751381216,804,179904,3100,2816
610,v31527794644630,3,shape,0.2505412929167956,0.22985244040862657,0.27532290958531613,2025,172484,6785,5330
611,v31527794644630,3,this circle,0.06371063986046084,0.05961175055832331,0.06841482649842272,347,176078,5474,4725
612,v31527795903170,6,square,0.2263808551661563,0.19203386569174524,0.27569060773480664,998,178805,4199,2622
613,v31527795903170,6,shape,0.2648103423781788,0.27725717685557044,0.25343303874915024,1864,174410,4859,5491
614,v31527795903170,6,this circle,0.24790517065195178,0.2573186253712346,0.23915615141955837,1213,178051,3501,3859
615,v31527796093103,4,square,0.0,0.0,0.0,0,175621,7383,3620
616,v31527796093103,4,shape,0.1517509727626459,0.2008059100067159,0.12195785180149558,897,175699,3570,6458
617,v31527801844607,3,square,0.2201540436456996,0.26263399693721284,0.18950276243093922,686,181078,1926,2934
618,v31527802444465,5,square,0.2859578614054318,0.2557177085602265,0.3243093922651934,1174,179587,3417,2446
619,v31527802444465,5,shape,0.23106142048305023,0.24431645953319187,0.21917063222297756,1612,174283,4986,5743
620,v31527802444465,5,this circle,0.11309589041095891,0.12731310140636565,0.10173501577287067,516,178015,3537,4556
621,v31527808321316,11,square,0.35920889987639065,0.3250559284116331,0.40138121546961325,1453,179987,3017,2167
622,v31527808321316,11,shape,0.476236798221234,0.4869972999857894,0.46594153636981644,3427,175659,3610,3928
623,v31527808321316,11,this circle,0.28227995347033735,0.2776506483600305,0.2870662460567823,1456,177764,3788,3616
624,v31527875999477,3,square,0.041317481972325085,0.07015221707478492,0.029281767955801105,106,181599,1405,3514
625,v31527876268182,8,square,0.021775544388609715,0.027659574468085105,0.017955801104972375,65,180719,2285,3555
626,v31527876599479,9,square,0.0,0.0,0.0,0,181897,1107,3620
627,v31527876599479,9,shape,0.32641471164897573,0.3246369015599785,0.3282121006118287,2414,174247,5022,4941
628,v31527876599479,9,this circle,0.03461572953098377,0.03174864286889291,0.03805205047318612,193,175666,5886,4879
629,v31527878540932,11,square,0.04295656347492201,0.03797199830292745,0.049447513812154696,179,178469,4535,3441
630,v31527878846800,7,square,0.013610733035193466,0.02298095863427446,0.009668508287292817,35,181516,1488,3585
631,v31527879648488,3,square,0.03774609640190088,0.03711615487316422,0.03839779005524862,139,179398,3606,3481
632,v31527879648488,3,shape,0.13869431213224995,0.14304291287386217,0.13460231135282122,990,173338,5931,6365
633,v31527879648488,3,this circle,0.03238525839861206,0.022080435873539323,0.06072555205047318,308,167911,13641,4764
634,v31527879780715,3,square,0.06050029086678302,0.04105803395183577,0.11491712707182321,416,173288,9716,3204
635,v31527879780715,3,shape,0.0,0.0,0.0,0,178711,558,7355
636,v31527882194414,4,square,0.07509113001215068,0.06702819956616052,0.08535911602209945,309,178703,4301,3311
637,v31527885599398,2,square,0.03907443789565597,0.03229880909418982,0.049447513812154696,179,177641,5363,3441
638,v31527885599398,2,shape,0.05840791333019313,0.06910644621958016,0.05057783820530252,372,174258,5011,6983
639,v31527885599398,2,this circle,0.20266388090885348,0.1814497272018706,0.22949526813880125,1164,176301,5251,3908
640,v31527887021132,11,square,0.1435032392128102,0.1286998465248849,0.1621546961325967,587,179030,3974,3033
641,v31527887021132,11,shape,0.3956934937196784,0.3870254810192408,0.40475866757307954,2977,174554,4715,4378
642,v31527887021132,11,this circle,0.16689182167723163,0.17644473742034716,0.15832018927444794,803,177804,3748,4269
643,v31527887261747,4,square,0.159447983014862,0.12948275862068964,0.2074585635359116,751,177955,5049,2869
644,v31527887261747,4,shape,0.0,0.0,0.0,0,179269,0,7355
645,v31527888000058,5,square,0.2677561282212445,0.24567474048442905,0.2941988950276243,1065,179734,3270,2555
646,v31527888000058,5,shape,0.4788169464428457,0.46937442862739975,0.4886471787899388,3594,175206,4063,3761
647,v31527888000058,5,this circle,0.14694480339671406,0.1381464769177369,0.15694006309148265,796,176586,4966,4276
648,v31527888599306,5,square,0.43411046004238873,0.39559191092933427,0.480939226519337,1741,180344,2660,1879
649,v31527888599306,5,shape,0.3669379245409913,0.36305562949161563,0.3709041468388851,2728,174483,4786,4627
650,v31527888599306,5,this circle,0.12597468354430383,0.1295023943368728,0.12263406940063092,622,177371,4181,4450
651,v31527888854913,5,square,0.37544505831798647,0.33790055248618783,0.42237569060773483,1529,180008,2996,2091
652,v31527888854913,5,shape,0.3670622946422584,0.3621328393754962,0.37212780421481984,2737,174448,4821,4618
653,v31527888854913,5,this circle,0.14005444475734535,0.13366780146927074,0.1470820189274448,746,176717,4835,4326
654,v31527891953380,11,square,0.6238755166545101,0.5570994355188884,0.7088397790055249,2566,180964,2040,1054
655,v31527891953380,11,shape,0.3353316825231331,0.3219872356400951,0.34983004758667574,2573,173851,5418,4782
656,v31527891953380,11,this circle,0.4926303294094372,0.49434187016081,0.4909305993690852,2490,179005,2547,2582
657,v31527892199324,6,square,0.47025425820784994,0.4250334672021419,0.5262430939226519,1905,180427,2577,1715
658,v31527892199324,6,shape,0.37370242214532867,0.37296858071505956,0.3744391570360299,2754,174639,4630,4601
659,v31527892199324,6,this circle,0.05943763919821827,0.04593373493975904,0.08418769716088328,427,172683,8869,4645
660,v31527892920729,11,square,0.2833291171262332,0.26131591227251516,0.30939226519337015,1120,179838,3166,2500
661,v31527892920729,11,shape,0.4933324120776619,0.5015453779151448,0.48538409245411285,3570,175721,3548,3785
662,v31527892920729,11,this circle,0.2552842565597668,0.23729674796747968,0.2762223974763407,1401,177049,4503,3671
663,v31527894813892,4,square,0.18289668808699952,0.16547406082289803,0.20441988950276244,740,179272,3732,2880
664,v31527894813892,4,shape,0.27639971651311124,0.28867505551443373,0.26512576478586,1950,174464,4805,5405
665,v31527894813892,4,this circle,0.08891523414344991,0.07122507122507123,0.11829652996845426,600,173728,7824,4472
666,v31527895362525,2,square,0.19359785317232125,0.14822424420311126,0.27900552486187846,1010,177200,5804,2610
667,v31527895799232,4,square,0.44453970635516016,0.3631588163193836,0.5729281767955801,2074,179367,3637,1546
668,v31527895799232,4,shape,0.30535419051252705,0.28682355752000954,0.3264445955132563,2401,173299,5970,4954
669,v31527895799232,4,this circle,0.0,0.0,0.0,0,178583,2969,5072
670,v31527960599358,8,square,0.29305210918114144,0.265990990990991,0.32624309392265194,1181,179745,3259,2439
671,v31527960599358,8,shape,0.4951728859979459,0.49875862068965515,0.49163834126444594,3616,175635,3634,3739
672,v31527960599358,8,this circle,0.2188694843443216,0.22996742671009773,0.20879337539432177,1059,178006,3546,4013
673,v31527960931784,8,square,0.5447984071677452,0.49569746376811596,0.6046961325966851,2189,180777,2227,1431
674,v31527960931784,8,shape,0.4131417930300612,0.40437443041270665,0.4222977566281441,3106,174694,4575,4249
675,v31527960931784,8,this circle,0.15967413441955194,0.16512215669755687,0.15457413249211358,784,177588,3964,4288
676,v31527962399296,2,square,0.073370738023306,0.053358443188951665,0.11740331491712708,425,175464,7540,3195
677,v31527962399296,2,shape,0.019263456090651557,0.05782312925170068,0.011556764106050306,85,177884,1385,7270
678,v31527962824837,2,square,0.2141277784242988,0.18499899457068167,0.2541436464088398,920,178951,4053,2700
679,v31527963107380,3,square,0.1292097060081902,0.08296052115218586,0.2919889502762431,1057,171320,11684,2563
680,v31527963107380,3,shape,0.10473815461346632,0.15182029434546862,0.07994561522773623,588,175984,3285,6767
681,v31527965399261,3,square,0.06108050642698366,0.04697487735989297,0.08729281767955802,316,176593,6411,3304
682,v31527965399261,3,shape,0.1425399644760213,0.38838475499092556,0.08728755948334466,642,178258,1011,6713
683,v31527965999248,3,square,0.14992141216297908,0.1333046656632982,0.1712707182320442,620,178973,4031,3000
684,v31527965999248,3,shape,0.14663243733011175,0.16488368143997284,0.13201903467029233,971,174351,4918,6384
685,v31527966780680,4,square,0.34722388059701487,0.3057833859095689,0.4016574585635359,1454,179703,3301,2166
686,v31527966780680,4,shape,0.4373878961004451,0.42764354377760455,0.44758667573079536,3292,174863,4406,4063
687,v31527966780680,4,this circle,0.052570406794814485,0.048094225421233434,0.05796529968454259,294,175733,5819,4778
688,v31527967199255,3,square,0.22784520265628577,0.19456394211967148,0.27486187845303867,995,178885,4119,2625
689,v31527967589959,11,square,0.16310824230387289,0.1481064021641118,0.1814917127071823,657,179225,3779,2963
690,v31527967589959,11,shape,0.3067348008385744,0.295991907952965,0.31828687967369135,2341,173701,5568,5014
691,v31527967589959,11,this circle,0.29838709677419356,0.29768445839874413,0.2990930599369085,1517,177973,3579,3555
692,v31527968718676,2,square,0.09939049953239382,0.05626346343422542,0.4256906077348066,1541,157156,25848,2079
693,v31527968718676,2,shape,0.05690177412375595,0.13922710428798307,0.035757987763426244,263,177643,1626,7092
694,v31527968718676,2,this circle,0.07602301376947443,0.05655477541598538,0.11593059936908517,588,171743,9809,4484
695,v31527968860506,2,square,0.2575486334884831,0.226728304265602,0.29806629834254145,1079,179324,3680,2541
696,v31527968860506,2,shape,0.1340175663673147,0.24442044636429086,0.09231815091774304,679,177170,2099,6676
697,v31527969599198,2,square,0.05278350515463917,0.0376249265138154,0.08839779005524862,320,174819,8185,3300
698,v31527969599198,2,shape,0.0,0.0,0.0,0,179068,201,7355
699,v31527969599198,2,this circle,0.05477971737323359,0.03470613018748683,0.12992902208201892,659,163223,18329,4413
700,v31527970199200,10,square,0.3537852548243443,0.3203405017921147,0.39502762430939226,1430,179970,3034,2190
701,v31527970199200,10,shape,0.27223083664801456,0.2699919764642953,0.2745071380013596,2019,173810,5459,5336
702,v31527970199200,10,this circle,0.2468860759493671,0.25379970851551115,0.2403391167192429,1219,177968,3584,3853
703,v31527970381589,10,square,0.12484534922955798,0.10529311326124074,0.15331491712707182,555,178288,4716,3065
704,v31527970381589,10,shape,0.3048008441044579,0.2959405813804584,0.3142080217539089,2311,173771,5498,5044
705,v31527970381589,10,this circle,0.170082400169026,0.18320436959490213,0.15871451104100948,805,177963,3589,4267
706,v31527970799228,4,square,0.14460751312777706,0.14105594956658787,0.14834254143646408,537,179734,3270,3083
707,v31527971399240,3,square,0.010423287148849625,0.009653873322345186,0.011325966850828728,41,178798,4206,3579
708,v31527972038759,7,square,0.3681812584657062,0.3321484114641191,0.4129834254143646,1495,179998,3006,2125
709,v31527972038759,7,shape,0.3870041039671683,0.3894012388162423,0.3846363018354861,2829,174833,4436,4526
710,v31527972038759,7,this circle,0.05226202115367523,0.04758051464638291,0.05796529968454259,294,175667,5885,4778
711,v31527972599108,2,square,0.24421649934526407,0.20183982683982685,0.3091160220994475,1119,178579,4425,2501
712,v31527974237867,6,square,0.4800297692880179,0.43561458802341285,0.5345303867403315,1935,180497,2507,1685
713,v31527974237867,6,shape,0.0696217219772569,0.2375296912114014,0.04078857919782461,300,178306,963,7055
714,v31527974237867,6,this circle,0.0863356053229471,0.07335907335907337,0.10488958990536278,532,174832,6720,4540
715,v31527974399147,6,square,0.3741872162924794,0.3365702935334363,0.4212707182320442,1525,179998,3006,2095
716,v31527974399147,6,shape,0.269140571113257,0.2731345373092538,0.2652617267165194,1951,174077,5192,5404
717,v31527974399147,6,this circle,0.2465070748420397,0.22465531224655313,0.2730678233438486,1385,176772,4780,3687
718,v31527974678997,6,square,0.0,0.0,0.0,0,182921,83,3620
719,v31527974678997,6,shape,0.014770496400860053,0.023638539796529023,0.010740992522093814,79,176006,3263,7276
720,v31527974999109,11,square,0.403227808814401,0.3661781285231116,0.4486187845303867,1624,180193,2811,1996
721,v31527974999109,11,shape,0.4002720163209793,0.40040816326530615,0.4001359619306594,2943,174862,4407,4412
722,v31527974999109,11,this circle,0.15774936061381073,0.1639379119710823,0.15201104100946372,771,177620,3932,4301
723,v31527975212978,4,square,0.33858171609910903,0.3033019899409578,0.38314917127071824,1387,179818,3186,2233
724,v31527975212978,4,shape,0.3624650224507061,0.3476035946080879,0.3786539768864718,2785,174042,5227,4570
725,v31527975212978,4,this circle,0.08493384549722577,0.09255813953488372,0.07847003154574132,398,177650,3902,4674
726,v31527976577391,10,square,0.09057275324310401,0.05453110020865054,0.26712707182320444,967,166238,16766,2653
727,v31527976577391,10,shape,0.17085675458644758,0.15655422232284355,0.18803535010197145,1383,171818,7451,5972
728,v31527976577391,10,this circle,0.0,0.0,0.0,0,178207,3345,5072
729,v31527976799200,4,square,0.3222292590246992,0.29754385964912283,0.35138121546961326,1272,180001,3003,2348
730,v31527977786628,6,square,0.39342641789200544,0.35591325732170803,0.4397790055248619,1592,180123,2881,2028
731,v31527977786628,6,shape,0.4710630729237926,0.47404653724356327,0.4681169272603671,3443,175449,3820,3912
732,v31527977786628,6,this circle,0.13185230895814049,0.13781982369382928,0.1263801261829653,641,177542,4010,4431
733,v31527977844711,6,square,0.2503696402168556,0.22597864768683273,0.28066298342541435,1016,179524,3480,2604
734,v31527977844711,6,shape,0.43199122024830233,0.4359080841638981,0.42814411964649896,3149,175194,4075,4206
735,v31527977844711,6,this circle,0.0835833690527218,0.09154929577464789,0.07689274447949526,390,177682,3870,4682
736,v31527978599029,11,square,0.28843570643546224,0.25848106806741084,0.32624309392265194,1181,179616,3388,2439
737,v31527978599029,11,shape,0.19969050662719506,0.1976558337773042,0.2017675050985724,1484,173245,6024,5871
738,v31527978599029,11,this circle,0.14175177963478802,0.14866911923826012,0.13544952681388012,687,177618,3934,4385
739,v31527978734885,3,square,0.3895904249478423,0.32330964096956444,0.4900552486187845,1774,179291,3713,1846
740,v31527978734885,3,shape,0.2637530350329518,0.26926345609065155,0.2584636301835486,1901,174110,5159,5454
741,v31527978734885,3,this circle,0.1476625470177324,0.16229624379872432,0.13544952681388012,687,178006,3546,4385
742,v31527979199137,3,square,0.1208639705882353,0.1034618410700236,0.1453038674033149,526,178446,4558,3094
743,v31527979199137,3,shape,0.3144925518585549,0.32220795892169446,0.30713800135961933,2259,174517,4752,5096
744,v31527979199137,3,this circle,0.03328588634621702,0.03742920462940163,0.02996845425867508,152,177643,3909,4920
745,v31527979692326,5,square,0.36177052423343226,0.32743957027752907,0.40414364640883976,1463,179999,3005,2157
746,v31527979692326,5,shape,0.3342236833093624,0.3367375103505382,0.3317471108089735,2440,174463,4806,4915
747,v31527979692326,5,this circle,0.11239872833555532,0.11711904253045523,0.10804416403785488,548,177421,4131,4524
748,v31527979799077,5,square,0.28725094731695394,0.2576189432142074,0.324585635359116,1175,179618,3386,2445
749,v31527979799077,5,shape,0.36778541402548875,0.3611111111111111,0.3747110808973487,2756,174393,4876,4599
750,v31527979799077,5,this circle,0.14328298887122418,0.14443108974358973,0.14215299684542587,721,177281,4271,4351
751,v31527980064618,4,square,0.16773367477592832,0.1366481223922114,0.21712707182320443,786,178038,4966,2834
752,v31527980064618,4,shape,0.0,0.0,0.0,0,178989,280,7355
753,v31527980493619,11,square,0.3180178012990137,0.28163613123135917,0.3651933701657459,1322,179632,3372,2298
754,v31527980493619,11,shape,0.3340917709518392,0.3121530648399669,0.3593473827328348,2643,173445,5824,4712
755,v31527980493619,11,this circle,0.36589769307923775,0.37239689669252757,0.35962145110410093,1824,178478,3074,3248
756,v31527980737934,3,square,0.02969247083775186,0.3684210526315789,0.015469613259668509,56,182908,96,3564
757,v31527980999104,5,square,0.24031777557100298,0.218214607754734,0.2674033149171271,968,179536,3468,2652
758,v31527980999104,5,shape,0.35966408607794254,0.34753391657157345,0.3726716519374575,2741,174123,5146,4614
759,v31527980999104,5,this circle,0.1316057947357682,0.13636363636363635,0.12716876971608831,645,177467,4085,4427
760,v31527981599050,5,square,0.14046488377905522,0.1282519397535372,0.1552486187845304,562,179184,3820,3058
761,v31527981599050,5,shape,0.26208715308300895,0.24349550810873877,0.28375254928619986,2087,172785,6484,5268
762,v31527981599050,5,this circle,0.34193417310036567,0.35268231349538975,0.3318217665615142,1683,178463,3089,3389
763,v31527982199109,5,square,0.1146974928689386,0.0787466501752216,0.2110497237569061,764,174066,8938,2856
764,v31527982528073,5,square,0.34364779874213836,0.315473441108545,0.37734806629834255,1366,180040,2964,2254
765,v31527982528073,5,shape,0.0,0.0,0.0,0,179254,15,7355
766,v31527982799096,3,square,0.38543949354760165,0.34457988680888113,0.437292817679558,1583,179993,3011,2037
767,v31527982799096,3,shape,0.06922549691569567,0.21658327376697642,0.04119646498980285,303,178173,1096,7052
768,v31528052168660,4,square,0.14811500167804004,0.12445948486557623,0.18287292817679557,662,178347,4657,2958
769,v31528052168660,4,shape,0.0,0.0,0.0,0,177941,1328,7355
770,v31528052399312,2,square,0.0,0.0,0.0,0,179303,3701,3620
771,v31528052999270,4,square,0.0,0.0,0.0,0,183004,0,3620
772,v31528053456447,5,square,0.5243328100470958,0.46577987556318384,0.5997237569060774,2171,180514,2490,1449
773,v31528053456447,5,shape,0.49290896019867975,0.47457840422854264,0.5127124405166553,3771,175094,4175,3584
774,v31528053456447,5,this circle,0.17390472546393723,0.1688963210702341,0.1792192429022082,909,177079,4473,4163
775,v31528053791790,3,square,0.2472879362174879,0.23468122054080873,0.2613259668508287,946,179919,3085,2674
776,v31528053791790,3,shape,0.2386174347584675,0.2437260740110591,0.233718558803535,1719,173935,5334,5636
777,v31528053791790,3,this circle,0.05986959098992294,0.06,0.059739747634069404,303,176805,4747,4769
778,v31528056367003,11,square,0.44710280373831773,0.4072644721906924,0.49558011049723755,1794,180393,2611,1826
779,v31528056367003,11,shape,0.5439081731434103,0.5533980582524272,0.5347382732834807,3933,176095,3174,3422
780,v31528056367003,11,this circle,0.353715710723192,0.3579648697758934,0.3495662460567823,1773,178372,3180,3299
781,v31528056599279,10,square,0.6150115193403661,0.5480873135941214,0.7005524861878453,2536,180913,2091,1084
782,v31528056599279,10,shape,0.5323983547973837,0.5280898876404494,0.5367777022433718,3948,175741,3528,3407
783,v31528056599279,10,this circle,0.0754639175257732,0.0790838375108038,0.0721608832807571,366,177290,4262,4706
784,v31528057199304,11,square,0.3106239880433429,0.2828305738262645,0.34447513812154695,1247,179842,3162,2373
785,v31528057652800,11,square,0.0,0.0,0.0,0,182667,337,3620
786,v31528057652800,11,shape,0.046511627906976744,0.1606425702811245,0.027192386131883073,200,178224,1045,7155
787,v31528057652800,11,this circle,0.08066449734543586,0.07129881925522252,0.0928627760252366,471,175417,6135,4601
788,v31528058399213,4,square,0.386516284374604,0.35705923671271367,0.4212707182320442,1525,180258,2746,2095
789,v31528058399213,4,shape,0.32600511971088697,0.36527754344525054,0.2943575798776343,2165,175507,3762,5190
790,v31528058399213,4,this circle,0.052870813397129186,0.06721411192214112,0.04357255520504732,221,178485,3067,4851
791,v31528058761703,5,square,0.03400897837028975,0.03350308228357009,0.034530386740331494,125,179398,3606,3495
792,v31528058761703,5,shape,0.1933638443935927,0.20395233066827576,0.18382053025152958,1352,173992,5277,6003
793,v31528059107416,2,square,0.0,0.0,0.0,0,183004,0,3620
794,v31528059244623,2,square,0.2156188605108055,0.1940760389036251,0.2425414364640884,878,179358,3646,2742
795,v31528059599251,2,square,0.005012531328320802,0.014304291287386216,0.0030386740331491712,11,182246,758,3609
796,v31528060444990,3,square,0.15252515926507249,0.11454721952572458,0.2281767955801105,826,176619,6385,2794
797,v31528060444990,3,shape,0.2054003166588215,0.14986886474334957,0.3263086335825969,2400,165655,13614,4955
798,v31528060444990,3,this circle,0.05908870757423345,0.036427947999448755,0.15634858044164038,793,160576,20976,4279
799,v31528060993113,5,square,0.5445867872393871,0.49930907415937353,0.5988950276243094,2168,180830,2174,1452
800,v31528060993113,5,shape,0.34658122571409095,0.3475526387749521,0.3456152277362339,2542,174497,4772,4813
801,v31528060993113,5,this circle,0.10887096774193548,0.09801136363636363,0.12243690851735016,621,175837,5715,4451
802,v31528061180620,10,square,0.336550719358951,0.4938535542490647,0.25524861878453037,924,182057,947,2696
803,v31528061399199,5,square,0.43064729194187584,0.38092203101763333,0.4953038674033149,1793,180090,2914,1827
804,v31528061399199,5,shape,0.3133328913346151,0.3057712215320911,0.3212780421481985,2363,173904,5365,4992
805,v31528061399199,5,this circle,0.1931314623338257,0.18159722222222222,0.20623028391167192,1046,176838,4714,4026
806,v31528061696749,11,square,0.06577408033277005,0.06211637613552664,0.06988950276243094,253,179184,3820,3367
807,v31528061696749,11,shape,0.40787564766839374,0.41460674157303373,0.40135961930659414,2952,175101,4168,4403
808,v31528061696749,11,this circle,0.12773279352226719,0.1312396006655574,0.12440851735015773,631,177375,4177,4441
809,v31528061999122,3,square,0.09788688626476073,0.11186079545454546,0.08701657458563536,315,180503,2501,3305
810,v31528062667359,6,square,0.002693965517241379,0.05434782608695652,0.0013812154696132596,5,182917,87,3615
811,v31528062667359,6,shape,0.3163197666710858,0.3086276031561247,0.32440516655336504,2386,173924,5345,4969
812,v31528062667359,6,this circle,0.12726084114186098,0.14223088163662934,0.11514195583596215,584,178030,3522,4488
813,v31528063199159,3,square,0.1062321184226894,0.09662819642453044,0.11795580110497238,427,179012,3992,3193
814,v31528063199159,3,shape,0.17025483304042177,0.44311034877072614,0.1053704962610469,775,178295,974,6580
815,v31528063799169,3,square,0.14072289156626505,0.12478632478632479,0.16132596685082873,584,178908,4096,3036
816,v31528063799169,3,shape,0.040054524483590224,0.08753437213565536,0.025968728755948335,191,177278,1991,7164
817,v31528064164353,6,square,0.447336115885097,0.40256296950950066,0.5033149171270718,1822,180300,2704,1798
