"","X1","session_id","trial_num","category","age","submit_time","submit_date","num_strokes","draw_duration_old","draw_duration_new","trial_duration","mean_intensity","bounding_box","filename","fileNameShort","fullPath","age_numeric","fileNameShortNew","version"
"3145",12402,"cdm_run_v31532990938384",2,"this circle","age3",1532991117747,2018-07-30 22:51:57,2,10.39,NA,NA,0.0143893494897959,"(76, 174, 46, 133)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age3_cdm_run_v31532990938384.png","this circle_sketch_age3_cdm_run_v31532990938384.png","sketches_full_dataset/this circle/this circle_sketch_age3_cdm_run_v31532990938384.png",3,"circle_sketch_age3_cdm_run_v31532990938384.png",1
"3146",12415,"cdm_run_v31532991447482",0,"square","age3",1532991486664,2018-07-30 22:58:06,10,12.449,NA,NA,0.0246133609693878,"(46, 172, 33, 199)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age3_cdm_run_v31532991447482.png","square_sketch_age3_cdm_run_v31532991447482.png","sketches_full_dataset/square/square_sketch_age3_cdm_run_v31532991447482.png",3,"",1
"3147",12416,"cdm_run_v31532991447482",1,"shape","age3",1532991515206,2018-07-30 22:58:35,21,19.804,NA,NA,0.037727200255102,"(79, 223, 90, 213)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age3_cdm_run_v31532991447482.png","shape_sketch_age3_cdm_run_v31532991447482.png","sketches_full_dataset/shape/shape_sketch_age3_cdm_run_v31532991447482.png",3,"",1
"3148",12417,"cdm_run_v31532991447482",2,"this circle","age3",1532991542630,2018-07-30 22:59:02,18,19.161,NA,NA,0.0853595344387755,"(0, 168, 0, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age3_cdm_run_v31532991447482.png","this circle_sketch_age3_cdm_run_v31532991447482.png","sketches_full_dataset/this circle/this circle_sketch_age3_cdm_run_v31532991447482.png",3,"circle_sketch_age3_cdm_run_v31532991447482.png",1
"3149",12421,"cdm_run_v31532991619774",0,"square","age3",1532991662963,2018-07-30 23:01:02,3,8.833,NA,NA,0.0585538903061225,"(0, 202, 9, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age3_cdm_run_v31532991619774.png","square_sketch_age3_cdm_run_v31532991619774.png","sketches_full_dataset/square/square_sketch_age3_cdm_run_v31532991619774.png",3,"",1
"3150",12422,"cdm_run_v31532991619774",1,"shape","age3",1532991685359,2018-07-30 23:01:25,10,11.396,NA,NA,0.0216836734693878,"(0, 144, 97, 165)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age3_cdm_run_v31532991619774.png","shape_sketch_age3_cdm_run_v31532991619774.png","sketches_full_dataset/shape/shape_sketch_age3_cdm_run_v31532991619774.png",3,"",1
"3151",12423,"cdm_run_v31532991619774",2,"this circle","age3",1532991708516,2018-07-30 23:01:48,16,8.234,NA,NA,0.0484295280612245,"(45, 222, 60, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age3_cdm_run_v31532991619774.png","this circle_sketch_age3_cdm_run_v31532991619774.png","sketches_full_dataset/this circle/this circle_sketch_age3_cdm_run_v31532991619774.png",3,"circle_sketch_age3_cdm_run_v31532991619774.png",1
"3152",12434,"cdm_run_v31532992214354",0,"square","age6",1532992237377,2018-07-30 23:10:37,1,0,NA,NA,0.0194116709183673,"(64, 160, 58, 162)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age6_cdm_run_v31532992214354.png","square_sketch_age6_cdm_run_v31532992214354.png","sketches_full_dataset/square/square_sketch_age6_cdm_run_v31532992214354.png",6,"",1
"3153",12435,"cdm_run_v31532992214354",1,"shape","age6",1532992252596,2018-07-30 23:10:52,1,0,NA,NA,0.0338807397959184,"(6, 204, 37, 156)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age6_cdm_run_v31532992214354.png","shape_sketch_age6_cdm_run_v31532992214354.png","sketches_full_dataset/shape/shape_sketch_age6_cdm_run_v31532992214354.png",6,"",1
"3154",12436,"cdm_run_v31532992214354",2,"this circle","age6",1532992271127,2018-07-30 23:11:11,1,0,NA,NA,0.0235570790816327,"(40, 174, 40, 187)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age6_cdm_run_v31532992214354.png","this circle_sketch_age6_cdm_run_v31532992214354.png","sketches_full_dataset/this circle/this circle_sketch_age6_cdm_run_v31532992214354.png",6,"circle_sketch_age6_cdm_run_v31532992214354.png",1
"3155",12446,"cdm_run_v31532992438456",0,"square","age6",1532992463890,2018-07-30 23:14:23,1,0,NA,NA,0.0194714604591837,"(61, 162, 57, 159)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age6_cdm_run_v31532992438456.png","square_sketch_age6_cdm_run_v31532992438456.png","sketches_full_dataset/square/square_sketch_age6_cdm_run_v31532992438456.png",6,"",1
"3156",12447,"cdm_run_v31532992438456",1,"shape","age6",1532992478114,2018-07-30 23:14:38,1,0,NA,NA,0.0339803890306122,"(4, 207, 36, 154)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age6_cdm_run_v31532992438456.png","shape_sketch_age6_cdm_run_v31532992438456.png","sketches_full_dataset/shape/shape_sketch_age6_cdm_run_v31532992438456.png",6,"",1
"3157",12448,"cdm_run_v31532992438456",2,"this circle","age6",1532992490335,2018-07-30 23:14:50,2,4.112,NA,NA,0.0244539221938776,"(30, 177, 67, 205)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age6_cdm_run_v31532992438456.png","this circle_sketch_age6_cdm_run_v31532992438456.png","sketches_full_dataset/this circle/this circle_sketch_age6_cdm_run_v31532992438456.png",6,"circle_sketch_age6_cdm_run_v31532992438456.png",1
"3158",12458,"cdm_run_v31532992651449",0,"square","age3",1532992671636,2018-07-30 23:17:51,1,0,NA,NA,0.0181760204081633,"(61, 157, 64, 166)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age3_cdm_run_v31532992651449.png","square_sketch_age3_cdm_run_v31532992651449.png","sketches_full_dataset/square/square_sketch_age3_cdm_run_v31532992651449.png",3,"",1
"3159",12459,"cdm_run_v31532992651449",1,"shape","age3",1532992686753,2018-07-30 23:18:06,1,0,NA,NA,0.0287587691326531,"(19, 202, 52, 153)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age3_cdm_run_v31532992651449.png","shape_sketch_age3_cdm_run_v31532992651449.png","sketches_full_dataset/shape/shape_sketch_age3_cdm_run_v31532992651449.png",3,"",1
"3160",12460,"cdm_run_v31532992651449",2,"this circle","age3",1532992699557,2018-07-30 23:18:19,2,4.059,NA,NA,0.0230389030612245,"(0, 181, 45, 162)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age3_cdm_run_v31532992651449.png","this circle_sketch_age3_cdm_run_v31532992651449.png","sketches_full_dataset/this circle/this circle_sketch_age3_cdm_run_v31532992651449.png",3,"circle_sketch_age3_cdm_run_v31532992651449.png",1
"3161",12470,"cdm_run_v31533063333125",0,"square","age5",1533063491036,2018-07-31 18:58:11,5,5.805,NA,NA,0.0210459183673469,"(64, 166, 55, 162)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age5_cdm_run_v31533063333125.png","square_sketch_age5_cdm_run_v31533063333125.png","sketches_full_dataset/square/square_sketch_age5_cdm_run_v31533063333125.png",5,"",1
"3162",12471,"cdm_run_v31533063333125",1,"shape","age5",1533063512965,2018-07-31 18:58:32,1,0,NA,NA,0.0304129464285714,"(9, 207, 37, 148)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age5_cdm_run_v31533063333125.png","shape_sketch_age5_cdm_run_v31533063333125.png","sketches_full_dataset/shape/shape_sketch_age5_cdm_run_v31533063333125.png",5,"",1
"3163",12472,"cdm_run_v31533063333125",2,"this circle","age5",1533063525469,2018-07-31 18:58:45,1,0,NA,NA,0.0206473214285714,"(55, 193, 48, 165)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age5_cdm_run_v31533063333125.png","this circle_sketch_age5_cdm_run_v31533063333125.png","sketches_full_dataset/this circle/this circle_sketch_age5_cdm_run_v31533063333125.png",5,"circle_sketch_age5_cdm_run_v31533063333125.png",1
"3164",12482,"cdm_run_v31533063763887",0,"square","age6",1533063792593,2018-07-31 19:03:12,1,0,NA,NA,0.0202088647959184,"(55, 163, 54, 165)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age6_cdm_run_v31533063763887.png","square_sketch_age6_cdm_run_v31533063763887.png","sketches_full_dataset/square/square_sketch_age6_cdm_run_v31533063763887.png",6,"",1
"3165",12483,"cdm_run_v31533063763887",1,"shape","age6",1533063808335,2018-07-31 19:03:28,1,0,NA,NA,0.0340999681122449,"(9, 207, 30, 153)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age6_cdm_run_v31533063763887.png","shape_sketch_age6_cdm_run_v31533063763887.png","sketches_full_dataset/shape/shape_sketch_age6_cdm_run_v31533063763887.png",6,"",1
"3166",12484,"cdm_run_v31533063763887",2,"this circle","age6",1533063819880,2018-07-31 19:03:39,1,0,NA,NA,0.01953125,"(43, 160, 46, 175)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age6_cdm_run_v31533063763887.png","this circle_sketch_age6_cdm_run_v31533063763887.png","sketches_full_dataset/this circle/this circle_sketch_age6_cdm_run_v31533063763887.png",6,"circle_sketch_age6_cdm_run_v31533063763887.png",1
"3167",12496,"cdm_run_v31533064718080",0,"square","age7",1533064743514,2018-07-31 19:19:03,1,0,NA,NA,0.0278619260204082,"(36, 181, 39, 178)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age7_cdm_run_v31533064718080.png","square_sketch_age7_cdm_run_v31533064718080.png","sketches_full_dataset/square/square_sketch_age7_cdm_run_v31533064718080.png",7,"",1
"3168",12497,"cdm_run_v31533064718080",1,"shape","age7",1533064766260,2018-07-31 19:19:26,2,4.525,NA,NA,0.0443638392857143,"(0, 214, 18, 174)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age7_cdm_run_v31533064718080.png","shape_sketch_age7_cdm_run_v31533064718080.png","sketches_full_dataset/shape/shape_sketch_age7_cdm_run_v31533064718080.png",7,"",1
"3169",12498,"cdm_run_v31533064718080",2,"this circle","age7",1533064779224,2018-07-31 19:19:39,1,0,NA,NA,0.0229193239795918,"(37, 180, 30, 166)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age7_cdm_run_v31533064718080.png","this circle_sketch_age7_cdm_run_v31533064718080.png","sketches_full_dataset/this circle/this circle_sketch_age7_cdm_run_v31533064718080.png",7,"circle_sketch_age7_cdm_run_v31533064718080.png",1
"3170",12506,"cdm_run_v31533064921295",0,"square","age9",1533064941161,2018-07-31 19:22:21,1,0,NA,NA,0.0168008609693878,"(63, 159, 61, 157)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age9_cdm_run_v31533064921295.png","square_sketch_age9_cdm_run_v31533064921295.png","sketches_full_dataset/square/square_sketch_age9_cdm_run_v31533064921295.png",9,"",1
"3171",12507,"cdm_run_v31533064921295",1,"shape","age9",1533064955733,2018-07-31 19:22:35,1,0,NA,NA,0.0307118941326531,"(7, 204, 42, 147)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age9_cdm_run_v31533064921295.png","shape_sketch_age9_cdm_run_v31533064921295.png","sketches_full_dataset/shape/shape_sketch_age9_cdm_run_v31533064921295.png",9,"",1
"3172",12508,"cdm_run_v31533064921295",2,"this circle","age9",1533064965416,2018-07-31 19:22:45,1,0,NA,NA,0.0196109693877551,"(46, 166, 54, 169)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age9_cdm_run_v31533064921295.png","this circle_sketch_age9_cdm_run_v31533064921295.png","sketches_full_dataset/this circle/this circle_sketch_age9_cdm_run_v31533064921295.png",9,"circle_sketch_age9_cdm_run_v31533064921295.png",1
"3173",12514,"cdm_run_v31533065061260",0,"square","age6",1533065093098,2018-07-31 19:24:53,1,0,NA,NA,0.0195711096938776,"(58, 163, 64, 160)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age6_cdm_run_v31533065061260.png","square_sketch_age6_cdm_run_v31533065061260.png","sketches_full_dataset/square/square_sketch_age6_cdm_run_v31533065061260.png",6,"",1
"3174",12515,"cdm_run_v31533065061260",1,"shape","age6",1533065110068,2018-07-31 19:25:10,1,0,NA,NA,0.0267458545918367,"(21, 198, 39, 145)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age6_cdm_run_v31533065061260.png","shape_sketch_age6_cdm_run_v31533065061260.png","sketches_full_dataset/shape/shape_sketch_age6_cdm_run_v31533065061260.png",6,"",1
"3175",12516,"cdm_run_v31533065061260",2,"this circle","age6",1533065121862,2018-07-31 19:25:21,2,3.259,NA,NA,0.0212252869897959,"(52, 172, 42, 184)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age6_cdm_run_v31533065061260.png","this circle_sketch_age6_cdm_run_v31533065061260.png","sketches_full_dataset/this circle/this circle_sketch_age6_cdm_run_v31533065061260.png",6,"circle_sketch_age6_cdm_run_v31533065061260.png",1
"3176",12526,"cdm_run_v31533065275687",0,"square","age9",1533065315720,2018-07-31 19:28:35,1,0,NA,NA,0.0184151785714286,"(57, 163, 60, 166)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age9_cdm_run_v31533065275687.png","square_sketch_age9_cdm_run_v31533065275687.png","sketches_full_dataset/square/square_sketch_age9_cdm_run_v31533065275687.png",9,"",1
"3177",12527,"cdm_run_v31533065275687",1,"shape","age9",1533065330220,2018-07-31 19:28:50,1,0,NA,NA,0.0324457908163265,"(9, 204, 39, 157)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age9_cdm_run_v31533065275687.png","shape_sketch_age9_cdm_run_v31533065275687.png","sketches_full_dataset/shape/shape_sketch_age9_cdm_run_v31533065275687.png",9,"",1
"3178",12528,"cdm_run_v31533065275687",2,"this circle","age9",1533065339266,2018-07-31 19:28:59,1,0,NA,NA,0.0192123724489796,"(42, 162, 51, 171)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age9_cdm_run_v31533065275687.png","this circle_sketch_age9_cdm_run_v31533065275687.png","sketches_full_dataset/this circle/this circle_sketch_age9_cdm_run_v31533065275687.png",9,"circle_sketch_age9_cdm_run_v31533065275687.png",1
"3179",12542,"cdm_run_v31533066786581",0,"square","age3",1533066812955,2018-07-31 19:53:32,1,0,NA,NA,0.0203882334183673,"(55, 165, 61, 162)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age3_cdm_run_v31533066786581.png","square_sketch_age3_cdm_run_v31533066786581.png","sketches_full_dataset/square/square_sketch_age3_cdm_run_v31533066786581.png",3,"",1
"3180",12543,"cdm_run_v31533066786581",1,"shape","age3",1533066837243,2018-07-31 19:53:57,1,0,NA,NA,0.0333027742346939,"(4, 210, 42, 151)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age3_cdm_run_v31533066786581.png","shape_sketch_age3_cdm_run_v31533066786581.png","sketches_full_dataset/shape/shape_sketch_age3_cdm_run_v31533066786581.png",3,"",1
"3181",12544,"cdm_run_v31533066786581",2,"this circle","age3",1533066856832,2018-07-31 19:54:16,5,5.232,NA,NA,0.0177375637755102,"(100, 183, 61, 192)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age3_cdm_run_v31533066786581.png","this circle_sketch_age3_cdm_run_v31533066786581.png","sketches_full_dataset/this circle/this circle_sketch_age3_cdm_run_v31533066786581.png",3,"circle_sketch_age3_cdm_run_v31533066786581.png",1
"3182",12554,"cdm_run_v31533067619622",0,"square","age4",1533067658776,2018-07-31 20:07:38,2,3.485,NA,NA,0.0212452168367347,"(64, 168, 63, 163)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age4_cdm_run_v31533067619622.png","square_sketch_age4_cdm_run_v31533067619622.png","sketches_full_dataset/square/square_sketch_age4_cdm_run_v31533067619622.png",4,"",1
"3183",12555,"cdm_run_v31533067619622",1,"shape","age4",1533067693979,2018-07-31 20:08:13,6,9.866,NA,NA,0.0302535076530612,"(16, 180, 58, 145)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age4_cdm_run_v31533067619622.png","shape_sketch_age4_cdm_run_v31533067619622.png","sketches_full_dataset/shape/shape_sketch_age4_cdm_run_v31533067619622.png",4,"",1
"3184",12556,"cdm_run_v31533067619622",2,"this circle","age4",1533067714645,2018-07-31 20:08:34,5,1.305,NA,NA,0.0146484375,"(37, 136, 70, 129)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age4_cdm_run_v31533067619622.png","this circle_sketch_age4_cdm_run_v31533067619622.png","sketches_full_dataset/this circle/this circle_sketch_age4_cdm_run_v31533067619622.png",4,"circle_sketch_age4_cdm_run_v31533067619622.png",1
"3185",12565,"cdm_run_v31533069252437",0,"square","age10",1533069270393,2018-07-31 20:34:30,1,0,NA,NA,0.0196508290816327,"(60, 174, 57, 174)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age10_cdm_run_v31533069252437.png","square_sketch_age10_cdm_run_v31533069252437.png","sketches_full_dataset/square/square_sketch_age10_cdm_run_v31533069252437.png",10,"",1
"3186",12566,"cdm_run_v31533069252437",1,"shape","age10",1533069282698,2018-07-31 20:34:42,1,0,NA,NA,0.034359056122449,"(0, 205, 37, 159)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age10_cdm_run_v31533069252437.png","shape_sketch_age10_cdm_run_v31533069252437.png","sketches_full_dataset/shape/shape_sketch_age10_cdm_run_v31533069252437.png",10,"",1
"3187",12567,"cdm_run_v31533069252437",2,"this circle","age10",1533069292808,2018-07-31 20:34:52,1,0,NA,NA,0.0259088010204082,"(48, 198, 48, 178)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age10_cdm_run_v31533069252437.png","this circle_sketch_age10_cdm_run_v31533069252437.png","sketches_full_dataset/this circle/this circle_sketch_age10_cdm_run_v31533069252437.png",10,"circle_sketch_age10_cdm_run_v31533069252437.png",1
"3188",12578,"cdm_run_v31533070361004",1,"shape","age8",1533070538748,2018-07-31 20:55:38,1,0,NA,NA,0.0319475446428571,"(13, 208, 40, 147)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age8_cdm_run_v31533070361004.png","shape_sketch_age8_cdm_run_v31533070361004.png","sketches_full_dataset/shape/shape_sketch_age8_cdm_run_v31533070361004.png",8,"",1
"3189",12579,"cdm_run_v31533070361004",2,"this circle","age8",1533070554651,2018-07-31 20:55:54,1,0,NA,NA,0.0240752551020408,"(43, 180, 45, 198)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age8_cdm_run_v31533070361004.png","this circle_sketch_age8_cdm_run_v31533070361004.png","sketches_full_dataset/this circle/this circle_sketch_age8_cdm_run_v31533070361004.png",8,"circle_sketch_age8_cdm_run_v31533070361004.png",1
"3190",12589,"cdm_run_v31533070797058",0,"square","age9",1533070848047,2018-07-31 21:00:48,1,0,NA,NA,0.0185148278061224,"(60, 160, 61, 160)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age9_cdm_run_v31533070797058.png","square_sketch_age9_cdm_run_v31533070797058.png","sketches_full_dataset/square/square_sketch_age9_cdm_run_v31533070797058.png",9,"",1
"3191",12590,"cdm_run_v31533070797058",1,"shape","age9",1533070866331,2018-07-31 21:01:06,1,0,NA,NA,0.0287189094387755,"(7, 202, 45, 153)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age9_cdm_run_v31533070797058.png","shape_sketch_age9_cdm_run_v31533070797058.png","sketches_full_dataset/shape/shape_sketch_age9_cdm_run_v31533070797058.png",9,"",1
"3192",12591,"cdm_run_v31533070797058",2,"this circle","age9",1533070880411,2018-07-31 21:01:20,1,0,NA,NA,0.0201690051020408,"(46, 175, 54, 181)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age9_cdm_run_v31533070797058.png","this circle_sketch_age9_cdm_run_v31533070797058.png","sketches_full_dataset/this circle/this circle_sketch_age9_cdm_run_v31533070797058.png",9,"circle_sketch_age9_cdm_run_v31533070797058.png",1
"3193",12601,"cdm_run_v31533071446076",0,"square","age9",1533071590903,2018-07-31 21:13:10,1,0,NA,NA,0.0212252869897959,"(61, 163, 60, 162)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age9_cdm_run_v31533071446076.png","square_sketch_age9_cdm_run_v31533071446076.png","sketches_full_dataset/square/square_sketch_age9_cdm_run_v31533071446076.png",9,"",1
"3194",12602,"cdm_run_v31533071446076",1,"shape","age9",1533071608219,2018-07-31 21:13:28,1,0,NA,NA,0.0300143494897959,"(9, 202, 39, 150)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age9_cdm_run_v31533071446076.png","shape_sketch_age9_cdm_run_v31533071446076.png","sketches_full_dataset/shape/shape_sketch_age9_cdm_run_v31533071446076.png",9,"",1
"3195",12603,"cdm_run_v31533071446076",2,"this circle","age9",1533071622064,2018-07-31 21:13:42,1,0,NA,NA,0.0197903380102041,"(43, 171, 58, 174)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age9_cdm_run_v31533071446076.png","this circle_sketch_age9_cdm_run_v31533071446076.png","sketches_full_dataset/this circle/this circle_sketch_age9_cdm_run_v31533071446076.png",9,"circle_sketch_age9_cdm_run_v31533071446076.png",1
"3196",12619,"cdm_run_v31533072750881",0,"square","age2",1533072823787,2018-07-31 21:33:43,1,0,NA,NA,0.0174386160714286,"(61, 156, 55, 163)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age2_cdm_run_v31533072750881.png","square_sketch_age2_cdm_run_v31533072750881.png","sketches_full_dataset/square/square_sketch_age2_cdm_run_v31533072750881.png",2,"",1
"3197",12620,"cdm_run_v31533072750881",1,"shape","age2",1533072840139,2018-07-31 21:34:00,95,1.984,NA,NA,0.0353555484693878,"(73, 216, 15, 163)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age2_cdm_run_v31533072750881.png","shape_sketch_age2_cdm_run_v31533072750881.png","sketches_full_dataset/shape/shape_sketch_age2_cdm_run_v31533072750881.png",2,"",1
"3198",12621,"cdm_run_v31533072750881",2,"this circle","age2",1533072849272,2018-07-31 21:34:09,1,0,NA,NA,0.0161033163265306,"(43, 153, 57, 163)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age2_cdm_run_v31533072750881.png","this circle_sketch_age2_cdm_run_v31533072750881.png","sketches_full_dataset/this circle/this circle_sketch_age2_cdm_run_v31533072750881.png",2,"circle_sketch_age2_cdm_run_v31533072750881.png",1
"3199",12629,"cdm_run_v31533074167022",0,"square","age3",1533074198610,2018-07-31 21:56:38,1,0,NA,NA,0.0184749681122449,"(54, 154, 63, 162)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age3_cdm_run_v31533074167022.png","square_sketch_age3_cdm_run_v31533074167022.png","sketches_full_dataset/square/square_sketch_age3_cdm_run_v31533074167022.png",3,"",1
"3200",12630,"cdm_run_v31533074167022",1,"shape","age3",1533074221275,2018-07-31 21:57:01,4,0.115,NA,NA,0.037109375,"(4, 204, 45, 195)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age3_cdm_run_v31533074167022.png","shape_sketch_age3_cdm_run_v31533074167022.png","sketches_full_dataset/shape/shape_sketch_age3_cdm_run_v31533074167022.png",3,"",1
"3201",12631,"cdm_run_v31533074167022",2,"this circle","age3",1533074234077,2018-07-31 21:57:14,1,0,NA,NA,0.0671237244897959,"(42, 216, 4, 222)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/this circle_sketch_age3_cdm_run_v31533074167022.png","this circle_sketch_age3_cdm_run_v31533074167022.png","sketches_full_dataset/this circle/this circle_sketch_age3_cdm_run_v31533074167022.png",3,"circle_sketch_age3_cdm_run_v31533074167022.png",1
"3202",12641,"cdm_run_v31533074421231",0,"square","age3",1533074441445,2018-07-31 22:00:41,1,0,NA,NA,0.0184550382653061,"(60, 156, 58, 159)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/square_sketch_age3_cdm_run_v31533074421231.png","square_sketch_age3_cdm_run_v31533074421231.png","sketches_full_dataset/square/square_sketch_age3_cdm_run_v31533074421231.png",3,"",1
"3203",12642,"cdm_run_v31533074421231",1,"shape","age3",1533074463559,2018-07-31 22:01:03,1,0,NA,NA,0.032047193877551,"(15, 205, 43, 148)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/sketches_full_dataset/shape_sketch_age3_cdm_run_v31533074421231.png","shape_sketch_age3_cdm_run_v31533074421231.png","sketches_full_dataset/shape/shape_sketch_age3_cdm_run_v31533074421231.png",3,"",1
