"","fileNameShort","X1","session_id","trial_num","category","age","submit_time","submit_date","num_strokes","draw_duration_old","draw_duration_new","trial_duration","mean_intensity","bounding_box","filename","fullPath","age_numeric","fileNameShortNew"
"237","a monkey_sketch_age9_cdm_run_v81579289245401.png",44,"cdm_run_v81579289245401",8,"a monkey","age9",1579289560065,2020-01-17 19:32:40,15,14.301,0,16.628,0.0608856823979592,"(0, 223, 87, 207)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a monkey_sketch_age9_cdm_run_v81579289245401.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a monkey/a monkey_sketch_age9_cdm_run_v81579289245401.png",9,"monkey_sketch_age9_cdm_run_v81579289245401.png"
"238","a monkey_sketch_age9_cdm_run_v81579376318072.png",181,"cdm_run_v81579376318072",10,"a monkey","age9",1579376580921,2020-01-18 19:43:00,11,14.32,0,20.485,0.0485291772959184,"(34, 216, 42, 180)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a monkey_sketch_age9_cdm_run_v81579376318072.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a monkey/a monkey_sketch_age9_cdm_run_v81579376318072.png",9,"monkey_sketch_age9_cdm_run_v81579376318072.png"
"239","a panda_sketch_age10_cdm_run_v81579472592616.png",434,"cdm_run_v81579472592616",6,"a panda","age10",1579472739123,2020-01-19 22:25:39,18,21.854,0,24.168,0.0539899553571429,"(43, 205, 70, 154)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age10_cdm_run_v81579472592616.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age10_cdm_run_v81579472592616.png",10,"panda_sketch_age10_cdm_run_v81579472592616.png"
"240","a panda_sketch_age10_cdm_run_v81579473682489.png",449,"cdm_run_v81579473682489",10,"a panda","age10",1579473873207,2020-01-19 22:44:33,4,1.567,0,3.601,0.0466159119897959,"(54, 223, 12, 178)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age10_cdm_run_v81579473682489.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age10_cdm_run_v81579473682489.png",10,"panda_sketch_age10_cdm_run_v81579473682489.png"
"241","a panda_sketch_age2_cdm_run_v81579284350322.png",7,"cdm_run_v81579284350322",9,"a panda","age2",1579284638629,2020-01-17 18:10:38,7,12.317,0,22.591,0.0639947385204082,"(37, 216, 49, 192)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age2_cdm_run_v81579284350322.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age2_cdm_run_v81579284350322.png",2,"panda_sketch_age2_cdm_run_v81579284350322.png"
"242","a panda_sketch_age2_cdm_run_v81579380547137.png",262,"cdm_run_v81579380547137",5,"a panda","age2",1579380686312,2020-01-18 20:51:26,20,13.414,0,15.651,0.0516581632653061,"(36, 207, 43, 157)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age2_cdm_run_v81579380547137.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age2_cdm_run_v81579380547137.png",2,"panda_sketch_age2_cdm_run_v81579380547137.png"
"243","a panda_sketch_age2_cdm_run_v81579474768028.png",474,"cdm_run_v81579474768028",5,"a panda","age2",1579474934597,2020-01-19 23:02:14,1,0,0,7.084,0.0937300701530612,"(4, 181, 0, 189)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age2_cdm_run_v81579474768028.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age2_cdm_run_v81579474768028.png",2,"panda_sketch_age2_cdm_run_v81579474768028.png"
"244","a panda_sketch_age3_cdm_run_v81579294368093.png",72,"cdm_run_v81579294368093",6,"a panda","age3",1579294658732,2020-01-17 20:57:38,7,10.959,0,30.243,0.0718271683673469,"(69, 214, 19, 199)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age3_cdm_run_v81579294368093.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age3_cdm_run_v81579294368093.png",3,"panda_sketch_age3_cdm_run_v81579294368093.png"
"245","a panda_sketch_age3_cdm_run_v81579298360070.png",114,"cdm_run_v81579298360070",11,"a panda","age3",1579298732337,2020-01-17 22:05:32,13,25.557,0,30.097,0.0595703125,"(49, 202, 33, 217)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age3_cdm_run_v81579298360070.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age3_cdm_run_v81579298360070.png",3,"panda_sketch_age3_cdm_run_v81579298360070.png"
"246","a panda_sketch_age3_cdm_run_v81579300934838.png",132,"cdm_run_v81579300934838",6,"a panda","age3",1579301062516,2020-01-17 22:44:22,24,12.158,0,15.051,0.0829280931122449,"(7, 223, 57, 214)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age3_cdm_run_v81579300934838.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age3_cdm_run_v81579300934838.png",3,"panda_sketch_age3_cdm_run_v81579300934838.png"
"247","a panda_sketch_age3_cdm_run_v81579301139370.png",144,"cdm_run_v81579301139370",6,"a panda","age3",1579301265656,2020-01-17 22:47:45,8,3.25,0,5.066,0.0835060586734694,"(10, 180, 51, 223)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age3_cdm_run_v81579301139370.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age3_cdm_run_v81579301139370.png",3,"panda_sketch_age3_cdm_run_v81579301139370.png"
"248","a panda_sketch_age3_cdm_run_v81579375284036.png",169,"cdm_run_v81579375284036",9,"a panda","age3",1579375667590,2020-01-18 19:27:47,16,23.612,0,30.13,0.0481704400510204,"(0, 168, 4, 110)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age3_cdm_run_v81579375284036.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age3_cdm_run_v81579375284036.png",3,"panda_sketch_age3_cdm_run_v81579375284036.png"
"249","a panda_sketch_age3_cdm_run_v81579377401514.png",196,"cdm_run_v81579377401514",4,"a panda","age3",1579377572106,2020-01-18 19:59:32,14,6.034,0,18,0.00767299107142857,"(70, 186, 0, 207)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age3_cdm_run_v81579377401514.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age3_cdm_run_v81579377401514.png",3,"panda_sketch_age3_cdm_run_v81579377401514.png"
"250","a panda_sketch_age3_cdm_run_v81579377954039.png",207,"cdm_run_v81579377954039",5,"a panda","age3",1579378091999,2020-01-18 20:08:11,9,12.216,0,22.51,0.0573780293367347,"(0, 223, 0, 160)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age3_cdm_run_v81579377954039.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age3_cdm_run_v81579377954039.png",3,"panda_sketch_age3_cdm_run_v81579377954039.png"
"251","a panda_sketch_age3_cdm_run_v81579386387178.png",307,"cdm_run_v81579386387178",10,"a panda","age3",1579386720276,2020-01-18 22:32:00,8,10.101,0,16.44,0.0456592793367347,"(24, 177, 10, 207)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age3_cdm_run_v81579386387178.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age3_cdm_run_v81579386387178.png",3,"panda_sketch_age3_cdm_run_v81579386387178.png"
"252","a panda_sketch_age3_cdm_run_v81579390103097.png",341,"cdm_run_v81579390103097",9,"a panda","age3",1579390277222,2020-01-18 23:31:17,1,0,0,4.2,0.0548469387755102,"(39, 156, 37, 211)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age3_cdm_run_v81579390103097.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age3_cdm_run_v81579390103097.png",3,"panda_sketch_age3_cdm_run_v81579390103097.png"
"253","a panda_sketch_age3_cdm_run_v81579480581252.png",542,"cdm_run_v81579480581252",4,"a panda","age3",1579480685540,2020-01-20 00:38:05,6,10.003,0,5.468,0.033561862244898,"(0, 223, 0, 118)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age3_cdm_run_v81579480581252.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age3_cdm_run_v81579480581252.png",3,"panda_sketch_age3_cdm_run_v81579480581252.png"
"254","a panda_sketch_age4_cdm_run_v81579378155758.png",218,"cdm_run_v81579378155758",9,"a panda","age4",1579378383984,2020-01-18 20:13:03,8,6.118,0,8.807,0.0390226403061225,"(30, 189, 9, 181)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age4_cdm_run_v81579378155758.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age4_cdm_run_v81579378155758.png",4,"panda_sketch_age4_cdm_run_v81579378155758.png"
"255","a panda_sketch_age4_cdm_run_v81579378780339.png",234,"cdm_run_v81579378780339",10,"a panda","age4",1579378998777,2020-01-18 20:23:18,11,7.943,0,8.068,0.000199298469387755,"(67, 71, 99, 102)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age4_cdm_run_v81579378780339.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age4_cdm_run_v81579378780339.png",4,"panda_sketch_age4_cdm_run_v81579378780339.png"
"256","a panda_sketch_age4_cdm_run_v81579388849068.png",320,"cdm_run_v81579388849068",7,"a panda","age4",1579389016020,2020-01-18 23:10:16,4,12.205,0,19.991,0.0177176339285714,"(24, 199, 67, 153)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age4_cdm_run_v81579388849068.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age4_cdm_run_v81579388849068.png",4,"panda_sketch_age4_cdm_run_v81579388849068.png"
"257","a panda_sketch_age4_cdm_run_v81579461963357.png",370,"cdm_run_v81579461963357",7,"a panda","age4",1579462241452,2020-01-19 19:30:41,23,18.328,0,22.057,0.0679607780612245,"(0, 223, 28, 222)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age4_cdm_run_v81579461963357.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age4_cdm_run_v81579461963357.png",4,"panda_sketch_age4_cdm_run_v81579461963357.png"
"258","a panda_sketch_age4_cdm_run_v81579472022428.png",427,"cdm_run_v81579472022428",11,"a panda","age4",1579472442850,2020-01-19 22:20:42,14,27.254,0,30.122,0.0693558673469388,"(36, 220, 22, 210)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age4_cdm_run_v81579472022428.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age4_cdm_run_v81579472022428.png",4,"panda_sketch_age4_cdm_run_v81579472022428.png"
"259","a panda_sketch_age4_cdm_run_v81579474508779.png",467,"cdm_run_v81579474508779",10,"a panda","age4",1579474727144,2020-01-19 22:58:47,9,17.078,0,25.813,0.0615035076530612,"(0, 223, 42, 187)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age4_cdm_run_v81579474508779.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age4_cdm_run_v81579474508779.png",4,"panda_sketch_age4_cdm_run_v81579474508779.png"
"260","a panda_sketch_age4_cdm_run_v81579479185858.png",525,"cdm_run_v81579479185858",9,"a panda","age4",1579479489596,2020-01-20 00:18:09,6,15.193,0,21.836,0.0445033482142857,"(45, 132, 51, 168)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age4_cdm_run_v81579479185858.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age4_cdm_run_v81579479185858.png",4,"panda_sketch_age4_cdm_run_v81579479185858.png"
"261","a panda_sketch_age5_cdm_run_v81579297465811.png",83,"cdm_run_v81579297465811",4,"a panda","age5",1579297542075,2020-01-17 21:45:42,4,4.398,0,8.102,0.019351881377551,"(42, 129, 90, 162)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age5_cdm_run_v81579297465811.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age5_cdm_run_v81579297465811.png",5,"panda_sketch_age5_cdm_run_v81579297465811.png"
"262","a panda_sketch_age5_cdm_run_v81579297855972.png",101,"cdm_run_v81579297855972",10,"a panda","age5",1579298318954,2020-01-17 21:58:38,7,6.686,0,9.114,0.0244937818877551,"(33, 99, 73, 184)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age5_cdm_run_v81579297855972.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age5_cdm_run_v81579297855972.png",5,"panda_sketch_age5_cdm_run_v81579297855972.png"
"263","a panda_sketch_age5_cdm_run_v81579300710289.png",126,"cdm_run_v81579300710289",11,"a panda","age5",1579300917353,2020-01-17 22:41:57,22,13.151,0,15.668,0.0630580357142857,"(0, 223, 75, 216)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age5_cdm_run_v81579300710289.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age5_cdm_run_v81579300710289.png",5,"panda_sketch_age5_cdm_run_v81579300710289.png"
"264","a panda_sketch_age5_cdm_run_v81579379579646.png",243,"cdm_run_v81579379579646",8,"a panda","age5",1579379806599,2020-01-18 20:36:46,10,24.312,0,30.298,0.050163424744898,"(78, 192, 40, 151)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age5_cdm_run_v81579379579646.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age5_cdm_run_v81579379579646.png",5,"panda_sketch_age5_cdm_run_v81579379579646.png"
"265","a panda_sketch_age5_cdm_run_v81579379982224.png",254,"cdm_run_v81579379982224",8,"a panda","age5",1579380190355,2020-01-18 20:43:10,7,9.4,0,16.954,0.0363919005102041,"(31, 138, 18, 166)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age5_cdm_run_v81579379982224.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age5_cdm_run_v81579379982224.png",5,"panda_sketch_age5_cdm_run_v81579379982224.png"
"266","a panda_sketch_age5_cdm_run_v81579463875778.png",384,"cdm_run_v81579463875778",10,"a panda","age5",1579464151432,2020-01-19 20:02:31,15,9.696,0,14.121,0.0606265943877551,"(27, 223, 33, 193)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age5_cdm_run_v81579463875778.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age5_cdm_run_v81579463875778.png",5,"panda_sketch_age5_cdm_run_v81579463875778.png"
"267","a panda_sketch_age5_cdm_run_v81579477293460.png",515,"cdm_run_v81579477293460",11,"a panda","age5",1579477596224,2020-01-19 23:46:36,1,0,0,5.837,0.0338010204081633,"(36, 181, 43, 208)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age5_cdm_run_v81579477293460.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age5_cdm_run_v81579477293460.png",5,"panda_sketch_age5_cdm_run_v81579477293460.png"
"268","a panda_sketch_age5_cdm_run_v81579481499901.png",552,"cdm_run_v81579481499901",5,"a panda","age5",1579481660645,2020-01-20 00:54:20,7,11.444,0,15.361,0.0700733418367347,"(27, 223, 25, 219)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age5_cdm_run_v81579481499901.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age5_cdm_run_v81579481499901.png",5,"panda_sketch_age5_cdm_run_v81579481499901.png"
"269","a panda_sketch_age6_cdm_run_v81579287754248.png",18,"cdm_run_v81579287754248",10,"a panda","age6",1579287915371,2020-01-17 19:05:15,1,0,0,2.176,0.000239158163265306,"(133, 136, 115, 117)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age6_cdm_run_v81579287754248.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age6_cdm_run_v81579287754248.png",6,"panda_sketch_age6_cdm_run_v81579287754248.png"
"270","a panda_sketch_age6_cdm_run_v81579292561352.png",58,"cdm_run_v81579292561352",5,"a panda","age6",1579292725975,2020-01-17 20:25:25,8,14.612,0,30.13,0.0469945790816327,"(31, 199, 6, 168)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age6_cdm_run_v81579292561352.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age6_cdm_run_v81579292561352.png",6,"panda_sketch_age6_cdm_run_v81579292561352.png"
"271","a panda_sketch_age6_cdm_run_v81579390324969.png",350,"cdm_run_v81579390324969",8,"a panda","age6",1579390515274,2020-01-18 23:35:15,14,23.962,0,28.622,0.0478316326530612,"(84, 216, 48, 177)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age6_cdm_run_v81579390324969.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age6_cdm_run_v81579390324969.png",6,"panda_sketch_age6_cdm_run_v81579390324969.png"
"272","a panda_sketch_age6_cdm_run_v81579476872885.png",495,"cdm_run_v81579476872885",5,"a panda","age6",1579477074639,2020-01-19 23:37:54,8,16.67,0,21.314,0.0639349489795918,"(6, 189, 28, 210)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age6_cdm_run_v81579476872885.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age6_cdm_run_v81579476872885.png",6,"panda_sketch_age6_cdm_run_v81579476872885.png"
"273","a panda_sketch_age8_cdm_run_v81579470208061.png",408,"cdm_run_v81579470208061",4,"a panda","age8",1579470293421,2020-01-19 21:44:53,17,23.341,0,25.438,0.124561543367347,"(3, 223, 6, 196)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age8_cdm_run_v81579470208061.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age8_cdm_run_v81579470208061.png",8,"panda_sketch_age8_cdm_run_v81579470208061.png"
"274","a panda_sketch_age9_cdm_run_v81579289245401.png",45,"cdm_run_v81579289245401",9,"a panda","age9",1579289581561,2020-01-17 19:33:01,16,10.418,0,14.026,0.0612444196428571,"(15, 223, 37, 180)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age9_cdm_run_v81579289245401.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age9_cdm_run_v81579289245401.png",9,"panda_sketch_age9_cdm_run_v81579289245401.png"
"275","a panda_sketch_age9_cdm_run_v81579376318072.png",182,"cdm_run_v81579376318072",11,"a panda","age9",1579376613592,2020-01-18 19:43:33,16,21.901,0,25.692,0.0729033801020408,"(43, 199, 19, 202)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a panda_sketch_age9_cdm_run_v81579376318072.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a panda/a panda_sketch_age9_cdm_run_v81579376318072.png",9,"panda_sketch_age9_cdm_run_v81579376318072.png"
"276","a truck_sketch_age10_cdm_run_v81579472592616.png",437,"cdm_run_v81579472592616",9,"a truck","age10",1579472816436,2020-01-19 22:26:56,7,9.152,0,13.459,0.0585538903061225,"(69, 208, 12, 217)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a truck_sketch_age10_cdm_run_v81579472592616.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a truck/a truck_sketch_age10_cdm_run_v81579472592616.png",10,"truck_sketch_age10_cdm_run_v81579472592616.png"
"277","a truck_sketch_age10_cdm_run_v81579473682489.png",444,"cdm_run_v81579473682489",4,"a truck","age10",1579473787410,2020-01-19 22:43:07,7,9.193,0,15.566,0.0348573022959184,"(81, 178, 30, 201)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a truck_sketch_age10_cdm_run_v81579473682489.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a truck/a truck_sketch_age10_cdm_run_v81579473682489.png",10,"truck_sketch_age10_cdm_run_v81579473682489.png"
"278","a truck_sketch_age2_cdm_run_v81579284350322.png",9,"cdm_run_v81579284350322",11,"a truck","age2",1579284694680,2020-01-17 18:11:34,10,15.293,0,22.123,0.0590322066326531,"(52, 163, 31, 219)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a truck_sketch_age2_cdm_run_v81579284350322.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a truck/a truck_sketch_age2_cdm_run_v81579284350322.png",2,"truck_sketch_age2_cdm_run_v81579284350322.png"
"279","a truck_sketch_age2_cdm_run_v81579474768028.png",476,"cdm_run_v81579474768028",7,"a truck","age2",1579474970554,2020-01-19 23:02:50,1,0,0,9.116,0.0248325892857143,"(58, 220, 85, 217)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a truck_sketch_age2_cdm_run_v81579474768028.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a truck/a truck_sketch_age2_cdm_run_v81579474768028.png",2,"truck_sketch_age2_cdm_run_v81579474768028.png"
"280","a truck_sketch_age3_cdm_run_v81579298360070.png",109,"cdm_run_v81579298360070",6,"a truck","age3",1579298574726,2020-01-17 22:02:54,10,16.736,0,23.096,0.0554249043367347,"(45, 177, 15, 211)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a truck_sketch_age3_cdm_run_v81579298360070.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a truck/a truck_sketch_age3_cdm_run_v81579298360070.png",3,"truck_sketch_age3_cdm_run_v81579298360070.png"
"281","a truck_sketch_age3_cdm_run_v81579300934838.png",135,"cdm_run_v81579300934838",9,"a truck","age3",1579301099603,2020-01-17 22:44:59,1,0,0,6.962,0.0235172193877551,"(57, 181, 21, 121)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a truck_sketch_age3_cdm_run_v81579300934838.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a truck/a truck_sketch_age3_cdm_run_v81579300934838.png",3,"truck_sketch_age3_cdm_run_v81579300934838.png"
"282","a truck_sketch_age3_cdm_run_v81579375284036.png",167,"cdm_run_v81579375284036",7,"a truck","age3",1579375590996,2020-01-18 19:26:30,9,15.852,0,25.556,0.048030931122449,"(73, 208, 9, 144)","/Users/brialong/Documents/GitHub/kiddraw/analysis/museumstation/preprocessing/1_get_sketches/sketches_full_dataset/a truck_sketch_age3_cdm_run_v81579375284036.png","/Users/brialong/Documents/GitHub/kiddraw/data/drawings/cdm_run_v8/sketches_full_dataset/a truck/a truck_sketch_age3_cdm_run_v81579375284036.png",3,"truck_sketch_age3_cdm_run_v81579375284036.png"
